epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
36,0.0010000000474974513,0.1034725159406662,0.27181947231292725,0.3797156512737274,0.41701826453208923,0.8445964455604553,0.8807138204574585
37,0.0010000000474974513,0.09118110686540604,0.2522604763507843,0.34127283096313477,0.3062285780906677,0.7005759477615356,0.7405818104743958
38,0.0010000000474974513,0.0910576730966568,0.24694204330444336,0.3482591211795807,0.3729637861251831,0.7890061736106873,0.8320019245147705
39,0.0010000000474974513,0.09017796814441681,0.2494044452905655,0.3470712900161743,0.44126835465431213,0.8766687512397766,0.9134108424186707
40,0.0010000000474974513,0.09088528156280518,0.25330662727355957,0.35397806763648987,0.5574468374252319,1.009562611579895,1.0447732210159302
41,0.0010000000474974513,0.1038292646408081,0.2819158732891083,0.38933324813842773,0.40502673387527466,0.8168227076530457,0.8980838656425476
42,0.0010000000474974513,0.09656274318695068,0.26456987857818604,0.37337392568588257,0.447587788105011,0.8865631818771362,0.9210144281387329
43,0.0010000000474974513,0.09277364611625671,0.2547468841075897,0.363211989402771,0.509472131729126,0.9578677415847778,0.9934591054916382
44,0.0010000000474974513,0.08292193710803986,0.24062888324260712,0.3289657235145569,0.4979504942893982,0.9449429512023926,0.9831855297088623
45,0.0010000000474974513,0.08178399503231049,0.2374223917722702,0.32897239923477173,0.3598238229751587,0.7805049419403076,0.8166113495826721
46,0.0005000000237487257,0.07450389862060547,0.22118684649467468,0.3062388598918915,0.4479619562625885,0.8903568387031555,0.925105094909668
47,0.0005000000237487257,0.06668536365032196,0.20567099750041962,0.2784363925457001,0.44706690311431885,0.8921986222267151,0.9228115677833557
48,0.0005000000237487257,0.06487701088190079,0.20265869796276093,0.27507442235946655,0.49555662274360657,0.9484389424324036,0.9800431728363037
49,0.0005000000237487257,0.06460686773061752,0.20382322371006012,0.27462223172187805,0.5409046411514282,1.0001883506774902,1.0297763347625732
50,0.0005000000237487257,0.06645054370164871,0.2082732915878296,0.28581035137176514,0.5486683249473572,1.0101031064987183,1.038659691810608
51,0.0005000000237487257,0.06082717701792717,0.19774740934371948,0.2642982602119446,0.5095890164375305,0.9656860828399658,0.9987536072731018
52,0.0005000000237487257,0.06007225066423416,0.19720928370952606,0.2633514404296875,0.40971824526786804,0.8540352582931519,0.8815492987632751
53,0.0005000000237487257,0.05662227421998978,0.18836601078510284,0.2525665760040283,0.53568434715271,0.9952622652053833,1.030228853225708
54,0.0002500000118743628,0.05407484993338585,0.18315108120441437,0.24283567070960999,0.5176505446434021,0.9770454168319702,1.007568597793579
55,0.0002500000118743628,0.05319179221987724,0.1814231425523758,0.24161317944526672,0.5175924897193909,0.9794811606407166,1.0053980350494385
56,0.0002500000118743628,0.05570084601640701,0.1858931928873062,0.2551598846912384,0.5527471303939819,1.016925573348999,1.0467482805252075
57,0.0002500000118743628,0.05189692974090576,0.1794811338186264,0.23763824999332428,0.5335399508476257,0.996380627155304,1.026914358139038
